"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2304776-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2304776-34";"2022-05-17";"Aprovada a Redação Final.";"2310539";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2310539";"Parecer do Relator, Dep. Zé Neto (PT-BA), pela constitucionalidade, juridicidade e técnica legislativa.";"190";"PRL";"1";"";"PRL 1 CCJC => PDL 916/2021"
"2304776-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2304776-34";"2022-05-17";"Aprovada a Redação Final.";"2313753";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313753";"Parecer da CCJC ao PDL 916/2021.";"187";"PAR";"1";"";"PAR 1 CCJC => PDL 916/2021"
"2304776-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2304776-34";"2022-05-17";"Aprovada a Redação Final.";"2322154";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322154";"Aprova o ato que renova a autorização outorgada à Associação Comunitária dos Moradores da Cidade de Oliveira dos Brejinhos para executar serviço de radiodifusão comunitária no Município de Oliveira dos Brejinhos,
Estado da Bahia.";"197";"RDF";"1";"";"RDF 1 CCJC => PDL 916/2021"
"2304776-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2304776-34";"2022-05-17";"Aprovada a Redação Final.";"2323765";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323765";"Parecer de Comissão para Redação Final ao PDL 916/2021.";"669";"PARF";"1";"";"PARF 1 CCJC => PDL 916/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2321311";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321311";"Acrescente-se o parágrafo único ao artigo 2º da medida Provisória nº 1.090 de 30 de dezembro de 2021 o perdão de dívidas relacionadas ao Programa de Financiamento Estudantil (FIES) para os devedores que se tornaram desempregados durante a Pandemia de Covid-19, independentemente de requerimento.";"873";"EMP";"1";"";"EMP 1 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323413";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323413";"PARECER  PRELIMINAR DE  PLENÁRIO MP 1090/21";"891";"PRLP";"1";"";"PRLP 1 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323415";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323415";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"1";"";"DTQ 1 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323429";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323429";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"2";"";"DTQ 2 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323490";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323490";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"3";"";"DTQ 3 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323492";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323492";"Estabelece os requisitos e as condições para realização das transações resolutivas de litígio relativas à cobrança de créditos do Fundo de Financiamento Estudantil - Fies e altera a Lei nº 10.260, de 12 de julho de 2001, a Lei nº 10.522, de 19 de julho de 2002, e a Lei nº 12.087, de 11 de novembro de 2009";"846";"DTQ";"4";"";"DTQ 4 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323495";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323495";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"5";"";"DTQ 5 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323499";"Parecer proferido em Plenário pelo relator, Dep. Hugo Motta (Republicanos-PB), pela Comissão Mista, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.090, de 30 de dezembro de 2021, e das emendas apresentadas perante a Comissão Mista, com a ressalva da emenda nº 40, que consideramos inconstitucional; pela adequação orçamentária e financeira da Medida Provisória nº 1.090, de 30 de dezembro de 2021, e das Emendas nºs 14, 32 e 46, nos termos do Projeto de Lei de Conversão; pela não implicação orçamentária ou financeira da matéria em aumento ou diminuição da receita e da despesa pública das Emendas nºs 7, 12, 17, 19, 26, 27, 45, 48, 53, 61, 74 e 80, não cabendo pronunciamento quanto à adequação financeira ou orçamentária; pela inadequação orçamentária e financeira das Emendas nºs 1 a 6, 8 a 11, 13, 15, 16, 18, 20 a 25, 28 a 31, 33 a 44, 47, 49 a 52, 54 a 60, 62 a 73, 75 a 79 e 81 a 83; e, no mérito, pela aprovação da Medida Provisória nº 1.090, de 2021, e das Emendas nº 7, 14, 17, 19, 26, 27, 32, 45 e 80, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão; e pela rejeição das demais Emendas.";"192";"PPP";"1";"";"PPP 1 MPV109021 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323504";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323504";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"6";"";"DTQ 6 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323509";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323509";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"7";"";"DTQ 7 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323515";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323515";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"8";"";"DTQ 8 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323521";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323521";"Destaque de Preferência - MPV 1090/2021";"1012";"DTQ";"9";"";"DTQ 9 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323530";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323530";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"10";"";"DTQ 10 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323531";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323531";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"11";"";"DTQ 11 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323532";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323532";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"12";"";"DTQ 12 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323537";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323537";"Estabelece os requisitos e as condições para realização das transações resolutivas de litígio relativas à cobrança de créditos do Fundo de Financiamento Estudantil - Fies e altera a Lei nº 10.260, de 12 de julho de 2001, a Lei nº 10.522, de 19 de julho de 2002, e a Lei nº 12.087, de 11 de novembro de 2009";"873";"EMP";"2";"";"EMP 2 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323538";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323538";"Estabelece os requisitos e as condições para realização das transações resolutivas de litígio relativas à cobrança de créditos do Fundo de Financiamento Estudantil (Fies), modificando a Lei nº 10.260, de 12 de julho de 2001 (Lei do Fies), a Lei nº 10.522, de 19 de julho de 2002, e a Lei nº 12.087, de 11 de novembro de 2009; bem como altera a Lei nº 10.861, de 14 de abril de 2004 (Lei do Sinaes), para estabelecer a possibilidade de avaliação in loco na modalidade virtual das instituições de ensino superior e seus cursos de graduação, e a Lei nº 13.988, de 14 de abril de 2020, para aperfeiçoar os mecanismos de transação de dívidas.";"390";"PLV";"12";"2022";"PLV 12/2022 MPV109021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323541";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323541";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"13";"";"DTQ 13 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323542";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323542";"Estabelece os requisitos e as condições para realização das transações resolutivas de litígio relativas à cobrança de créditos do Fundo de Financiamento Estudantil - Fies e altera a Lei nº 10.260, de 12 de julho de 2001, a Lei nº 10.522, de 19 de julho de 2002, e a Lei nº 12.087, de 11 de novembro de 2009";"1011";"DTQ";"14";"";"DTQ 14 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323543";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323543";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"15";"";"DTQ 15 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323544";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323544";"";"261";"DTQ";"16";"";"DTQ 16 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323545";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323545";"Destaque para Votação em Separado - MPV 1090/2021";"846";"DTQ";"17";"";"DTQ 17 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323548";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323548";"Destaque de Emenda - MPV 1090/2021";"1011";"DTQ";"18";"";"DTQ 18 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323556";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323556";"Parecer às Emendas de Plenário proferido pelo relator, Dep. Hugo Motta (Republicanos-PB), pela Comissão Mista, que conclui pela constitucionalidade, juridicidade e técnica legislativa; pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária da Emenda de Plenário nº 2; pela adequação financeira e orçamentária da Emenda de Plenário nº 1, na forma da Subemenda Substitutiva Global; e, no mérito, pela aprovação da Emenda de Plenário nº 1, na forma da Subemenda Substitutiva Global, e pela rejeição da Emenda de Plenário nº 2.";"442";"PEP";"1";"";"PEP 1 MPV109021 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323560";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323560";"Estabelece os requisitos e as condições para realização das transações resolutivas de litígio relativas à cobrança de créditos do Fundo de Financiamento Estudantil - Fies e altera a Lei nº 10.260, de 12 de julho de 2001, a Lei nº 10.522, de 19 de julho de 2002, e a Lei nº 12.087, de 11 de novembro de 2009";"1001";"PRLE";"1";"";"PRLE 1 => MPV 1090/2021"
"2313735-82";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313735-82";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Hugo Motta (Republicanos-PB).";"2323577";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323577";"";"486";"RPD";"1";"";"RPD 1 => MPV 1090/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2321480";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321480";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"1";"";"RPD 1 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2321481";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321481";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"2";"";"RPD 2 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2321668";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321668";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"3";"";"RPD 3 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2321670";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321670";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"4";"";"RPD 4 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322320";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322320";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"5";"";"RPD 5 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322321";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322321";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"6";"";"RPD 6 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322486";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322486";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004,e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas.";"891";"PRLP";"1";"";"PRLP 1 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322519";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004,e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322546";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322546";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"7";"";"RPD 7 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322549";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322549";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"8";"";"RPD 8 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322574";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322574";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"9";"";"RPD 9 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322575";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322575";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"10";"";"RPD 10 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322576";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322576";"Requerimento de Adiamento da Discussão - MPV 1095/2021";"329";"RPD";"11";"";"RPD 11 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322577";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322577";"Requerimento de Adiamento da Votação - MPV 1095/2021";"336";"RPD";"12";"";"RPD 12 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322620";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322620";"Destaque para Votação em Separado - MPV 1095/2021";"846";"DTQ";"1";"";"DTQ 1 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322621";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322621";"Destaque para Votação em Separado - MPV 1095/2021";"846";"DTQ";"2";"";"DTQ 2 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322623";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322623";"Destaque de Emenda - MPV 1095/2021";"1011";"DTQ";"3";"";"DTQ 3 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322626";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322626";"Dê-se à Medida Provisória nº 1.095, de 31 de dezembro de 2021, a seguinte redação:

Altera a Lei nº 7.689, de 15 de dezembro de 1988, que institui a contribuição social sobre o lucro das pessoas jurídicas.
Art. 1º O art. 3º da Lei nº 7.689, de 15 de dezembro de 1988, passa a vigorar acrescido do seguinte inciso II-B: 
“Art. 3º .......................................................................................
........................................................................................................
II-B – 11% (onze por cento) até o dia 31 de dezembro de 2022 e 10% (dez por cento) a partir de 1º de janeiro de 2023 e até 31 de dezembro de 2024, em relação às pessoas jurídicas que realizem as atividades de exploração, desenvolvimento e de produção de jazidas de petróleo e de gás natural, definidas no art. 6º da Lei nº 9.478, de 6 de agosto de 1997; 
...........................................................................................”
Art. 2º Esta Lei entra em vigor na data de sua publicação e produz efeitos a partir do primeiro dia do quarto mês posterior ao de sua publicação.";"873";"EMP";"1";"";"EMP 1 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322628";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322628";"Requerimento de Retirada de Pauta - MPV 1095/2021";"328";"RPD";"13";"";"RPD 13 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322629";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322629";"Requerimento de Votação pelo Processo Nominal - MPV 1095/2021";"332";"RPD";"14";"";"RPD 14 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322637";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322637";"Destaque de Emenda - MPV 1095/2021";"1011";"DTQ";"4";"";"DTQ 4 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322662";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322662";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004,e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas";"328";"RPD";"15";"";"RPD 15 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322671";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322671";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004,e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas";"873";"EMP";"2";"";"EMP 2 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322672";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322672";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004,e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322681";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322681";"Destaque de Preferência - MPV 1095/2021";"1012";"DTQ";"5";"";"DTQ 5 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322709";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322709";"";"486";"RPD";"16";"";"RPD 16 => MPV 1095/2021"
"2313740-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313740-68";"2022-05-17";"Aprovada a Redação Final assinada pelo Relator, Dep. Alex Manente (Cidadania-SP).";"2322715";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322715";"Revoga dispositivos da Lei nº 10.865, de 30 de abril de 2004, e da Lei nº 11.196, de 21de novembro de 2005, referentes à tributação especial da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público PIS/Pasep, da Contribuição para o Financiamento da Seguridade Social - Cofins, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação relativa à nafta e a outros produtos destinados a centrais petroquímicas.";"891";"PRLP";"4";"";"PRLP 4 => MPV 1095/2021"
