"idVotacao";"uriVotacao";"dataHoraVoto";"voto";"deputado_id";"deputado_uri";"deputado_nome";"deputado_siglaPartido";"deputado_uriPartido";"deputado_siglaUf";"deputado_idLegislatura";"deputado_urlFoto"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:25";"Não";"204353";"https://dadosabertos.camara.leg.br/api/v2/deputados/204353";"Aline Gurgel";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"AP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204353.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:37";"Não";"204400";"https://dadosabertos.camara.leg.br/api/v2/deputados/204400";"Aline Sleutjes";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"PR";"56";"https://www.camara.leg.br/internet/deputado/bandep/204400.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:18:04";"Não";"178881";"https://dadosabertos.camara.leg.br/api/v2/deputados/178881";"Aluisio Mendes";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"MA";"56";"https://www.camara.leg.br/internet/deputado/bandep/178881.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:02";"Sim";"74471";"https://dadosabertos.camara.leg.br/api/v2/deputados/74471";"André de Paula";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"PE";"56";"https://www.camara.leg.br/internet/deputado/bandep/74471.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:14:35";"Sim";"133439";"https://dadosabertos.camara.leg.br/api/v2/deputados/133439";"André Figueiredo";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE";"56";"https://www.camara.leg.br/internet/deputado/bandep/133439.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:17:15";"Sim";"204515";"https://dadosabertos.camara.leg.br/api/v2/deputados/204515";"André Janones";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG";"56";"https://www.camara.leg.br/internet/deputado/bandep/204515.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:01";"Não";"73696";"https://dadosabertos.camara.leg.br/api/v2/deputados/73696";"Angela Amin";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"SC";"56";"https://www.camara.leg.br/internet/deputado/bandep/73696.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:16:41";"Não";"123756";"https://dadosabertos.camara.leg.br/api/v2/deputados/123756";"Antônia Lúcia";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"AC";"56";"https://www.camara.leg.br/internet/deputado/bandep/123756.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:40";"Sim";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"Arlindo Chinaglia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/73433.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:37";"Não";"141391";"https://dadosabertos.camara.leg.br/api/v2/deputados/141391";"Arnaldo Jardim";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/141391.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:58";"Não";"74090";"https://dadosabertos.camara.leg.br/api/v2/deputados/74090";"Átila Lins";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"AM";"56";"https://www.camara.leg.br/internet/deputado/bandep/74090.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:10:33";"Sim";"204509";"https://dadosabertos.camara.leg.br/api/v2/deputados/204509";"Áurea Carolina";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"MG";"56";"https://www.camara.leg.br/internet/deputado/bandep/204509.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:27";"Não";"160512";"https://dadosabertos.camara.leg.br/api/v2/deputados/160512";"Aureo Ribeiro";"SOLIDARIEDADE";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/160512.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:53";"Sim";"69871";"https://dadosabertos.camara.leg.br/api/v2/deputados/69871";"Bacelar";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/69871.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:56";"Sim";"73701";"https://dadosabertos.camara.leg.br/api/v2/deputados/73701";"Benedita da Silva";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/73701.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:03";"Sim";"141335";"https://dadosabertos.camara.leg.br/api/v2/deputados/141335";"Beto Faro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PA";"56";"https://www.camara.leg.br/internet/deputado/bandep/141335.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:53";"Não";"204358";"https://dadosabertos.camara.leg.br/api/v2/deputados/204358";"Beto Pereira";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"MS";"56";"https://www.camara.leg.br/internet/deputado/bandep/204358.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:17";"Não";"204374";"https://dadosabertos.camara.leg.br/api/v2/deputados/204374";"Bia Kicis";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"DF";"56";"https://www.camara.leg.br/internet/deputado/bandep/204374.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:16:13";"Não";"204388";"https://dadosabertos.camara.leg.br/api/v2/deputados/204388";"Bibo Nunes";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RS";"56";"https://www.camara.leg.br/internet/deputado/bandep/204388.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:29";"Não";"141513";"https://dadosabertos.camara.leg.br/api/v2/deputados/141513";"Bilac Pinto";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"MG";"56";"https://www.camara.leg.br/internet/deputado/bandep/141513.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:21";"Sim";"204561";"https://dadosabertos.camara.leg.br/api/v2/deputados/204561";"Bira do Pindaré";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"MA";"56";"https://www.camara.leg.br/internet/deputado/bandep/204561.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:55";"Sim";"160538";"https://dadosabertos.camara.leg.br/api/v2/deputados/160538";"Bohn Gass";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS";"56";"https://www.camara.leg.br/internet/deputado/bandep/160538.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:38";"Não";"204502";"https://dadosabertos.camara.leg.br/api/v2/deputados/204502";"Bozzella";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204502.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:26";"Não";"93083";"https://dadosabertos.camara.leg.br/api/v2/deputados/93083";"Cacá Leão";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/93083.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:16:16";"Sim";"204352";"https://dadosabertos.camara.leg.br/api/v2/deputados/204352";"Camilo Capiberibe";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"AP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204352.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:38";"Não";"178829";"https://dadosabertos.camara.leg.br/api/v2/deputados/178829";"Capitão Augusto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/178829.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:16:33";"Não";"213762";"https://dadosabertos.camara.leg.br/api/v2/deputados/213762";"Carla Dickson";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RN";"56";"https://www.camara.leg.br/internet/deputado/bandep/213762.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:10:49";"Não";"204507";"https://dadosabertos.camara.leg.br/api/v2/deputados/204507";"Carla Zambelli";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204507.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:24";"Não";"141401";"https://dadosabertos.camara.leg.br/api/v2/deputados/141401";"Carlos Bezerra";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"MT";"56";"https://www.camara.leg.br/internet/deputado/bandep/141401.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:00";"Não";"178962";"https://dadosabertos.camara.leg.br/api/v2/deputados/178962";"Carlos Gomes";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"RS";"56";"https://www.camara.leg.br/internet/deputado/bandep/178962.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:14:07";"Não";"178993";"https://dadosabertos.camara.leg.br/api/v2/deputados/178993";"Carlos Henrique Gaguim";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"TO";"56";"https://www.camara.leg.br/internet/deputado/bandep/178993.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:18:53";"Não";"204460";"https://dadosabertos.camara.leg.br/api/v2/deputados/204460";"Carlos Jordy";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/204460.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:10:53";"Sim";"204426";"https://dadosabertos.camara.leg.br/api/v2/deputados/204426";"Carlos Veras";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PE";"56";"https://www.camara.leg.br/internet/deputado/bandep/204426.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:48";"Sim";"141398";"https://dadosabertos.camara.leg.br/api/v2/deputados/141398";"Carlos Zarattini";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/141398.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:10:48";"Não";"164360";"https://dadosabertos.camara.leg.br/api/v2/deputados/164360";"Carmen Zanotto";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SC";"56";"https://www.camara.leg.br/internet/deputado/bandep/164360.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:23";"Sim";"204370";"https://dadosabertos.camara.leg.br/api/v2/deputados/204370";"Célio Moura";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"TO";"56";"https://www.camara.leg.br/internet/deputado/bandep/204370.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:25";"Sim";"204488";"https://dadosabertos.camara.leg.br/api/v2/deputados/204488";"Célio Studart";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"CE";"56";"https://www.camara.leg.br/internet/deputado/bandep/204488.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:22";"Não";"73441";"https://dadosabertos.camara.leg.br/api/v2/deputados/73441";"Celso Russomanno";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/73441.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:01";"Não";"204496";"https://dadosabertos.camara.leg.br/api/v2/deputados/204496";"Celso Sabino";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"PA";"56";"https://www.camara.leg.br/internet/deputado/bandep/204496.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:10:57";"Não";"204504";"https://dadosabertos.camara.leg.br/api/v2/deputados/204504";"Cezinha de Madureira";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204504.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:14:39";"Não";"205476";"https://dadosabertos.camara.leg.br/api/v2/deputados/205476";"Charles Fernandes";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/205476.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:17:19";"Não";"204490";"https://dadosabertos.camara.leg.br/api/v2/deputados/204490";"Charlles Evangelista";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"MG";"56";"https://www.camara.leg.br/internet/deputado/bandep/204490.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:45";"Sim";"141439";"https://dadosabertos.camara.leg.br/api/v2/deputados/141439";"Chico D`Angelo";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/141439.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:20";"Não";"204462";"https://dadosabertos.camara.leg.br/api/v2/deputados/204462";"Chris Tonietto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/204462.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:15";"Não";"178928";"https://dadosabertos.camara.leg.br/api/v2/deputados/178928";"Christiane de Souza Yared";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PR";"56";"https://www.camara.leg.br/internet/deputado/bandep/178928.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:13";"Não";"204440";"https://dadosabertos.camara.leg.br/api/v2/deputados/204440";"Christino Aureo";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/204440.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:24";"Não";"178939";"https://dadosabertos.camara.leg.br/api/v2/deputados/178939";"Clarissa Garotinho";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/178939.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:46";"Não";"74537";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Claudio Cajado";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/74537.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:17:33";"Não";"141408";"https://dadosabertos.camara.leg.br/api/v2/deputados/141408";"Cleber Verde";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"MA";"56";"https://www.camara.leg.br/internet/deputado/bandep/141408.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:18:58";"Não";"204376";"https://dadosabertos.camara.leg.br/api/v2/deputados/204376";"Coronel Armando";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"56";"https://www.camara.leg.br/internet/deputado/bandep/204376.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:10";"Não";"204514";"https://dadosabertos.camara.leg.br/api/v2/deputados/204514";"Coronel Tadeu";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204514.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:17:34";"Não";"178963";"https://dadosabertos.camara.leg.br/api/v2/deputados/178963";"Covatti Filho";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"RS";"56";"https://www.camara.leg.br/internet/deputado/bandep/178963.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:13:22";"Não";"135054";"https://dadosabertos.camara.leg.br/api/v2/deputados/135054";"Cristiano Vale";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PA";"56";"https://www.camara.leg.br/internet/deputado/bandep/135054.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:58";"Não";"204355";"https://dadosabertos.camara.leg.br/api/v2/deputados/204355";"Da Vitória";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"ES";"56";"https://www.camara.leg.br/internet/deputado/bandep/204355.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:14:50";"Sim";"141411";"https://dadosabertos.camara.leg.br/api/v2/deputados/141411";"Dagoberto Nogueira";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"MS";"56";"https://www.camara.leg.br/internet/deputado/bandep/141411.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:15:43";"Sim";"74467";"https://dadosabertos.camara.leg.br/api/v2/deputados/74467";"Damião Feliciano";"UNIÃO";"https://dadosabertos.camara.leg.br/api/v2/partidos/38009";"PB";"56";"https://www.camara.leg.br/internet/deputado/bandep/74467.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:16:56";"Sim";"178916";"https://dadosabertos.camara.leg.br/api/v2/deputados/178916";"Daniel Coelho";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"PE";"56";"https://www.camara.leg.br/internet/deputado/bandep/178916.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:11:30";"Não";"204367";"https://dadosabertos.camara.leg.br/api/v2/deputados/204367";"Daniel Freitas";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SC";"56";"https://www.camara.leg.br/internet/deputado/bandep/204367.jpg"
"105464-319";"https://dadosabertos.camara.leg.br/api/v2/votacoes/105464-319";"2022-08-04T13:12:23";"Não";"204454";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"Daniel Silveira";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/204454.jpg"
