"idVotacao";"uriVotacao";"dataHoraVoto";"voto";"deputado_id";"deputado_uri";"deputado_nome";"deputado_siglaPartido";"deputado_uriPartido";"deputado_siglaUf";"deputado_idLegislatura";"deputado_urlFoto"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:33";"Sim";"204501";"https://dadosabertos.camara.leg.br/api/v2/deputados/204501";"Alencar Santana";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204501.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:57:40";"Sim";"160511";"https://dadosabertos.camara.leg.br/api/v2/deputados/160511";"Alessandro Molon";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/160511.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:39:08";"Sim";"178972";"https://dadosabertos.camara.leg.br/api/v2/deputados/178972";"Alex Manente";"CIDADANIA";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/178972.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:30:32";"Sim";"204544";"https://dadosabertos.camara.leg.br/api/v2/deputados/204544";"Alexandre Frota";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204544.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:27:55";"Não";"160545";"https://dadosabertos.camara.leg.br/api/v2/deputados/160545";"Alexandre Leite";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/160545.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:29:12";"Sim";"204503";"https://dadosabertos.camara.leg.br/api/v2/deputados/204503";"Alexandre Padilha";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204503.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:30:48";"Não";"204516";"https://dadosabertos.camara.leg.br/api/v2/deputados/204516";"Alexis Fonteyne";"NOVO";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204516.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:34:15";"Sim";"178927";"https://dadosabertos.camara.leg.br/api/v2/deputados/178927";"Aliel Machado";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"PR";"56";"https://www.camara.leg.br/internet/deputado/bandep/178927.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:43";"Sim";"204353";"https://dadosabertos.camara.leg.br/api/v2/deputados/204353";"Aline Gurgel";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"AP";"56";"https://www.camara.leg.br/internet/deputado/bandep/204353.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:29:47";"Sim";"204400";"https://dadosabertos.camara.leg.br/api/v2/deputados/204400";"Aline Sleutjes";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"PR";"56";"https://www.camara.leg.br/internet/deputado/bandep/204400.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:39:49";"Sim";"178937";"https://dadosabertos.camara.leg.br/api/v2/deputados/178937";"Altineu Côrtes";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/178937.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:50";"Sim";"178881";"https://dadosabertos.camara.leg.br/api/v2/deputados/178881";"Aluisio Mendes";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"MA";"56";"https://www.camara.leg.br/internet/deputado/bandep/178881.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:33:56";"Sim";"204356";"https://dadosabertos.camara.leg.br/api/v2/deputados/204356";"Amaro Neto";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"ES";"56";"https://www.camara.leg.br/internet/deputado/bandep/204356.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:13";"Sim";"178831";"https://dadosabertos.camara.leg.br/api/v2/deputados/178831";"André Abdon";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"AP";"56";"https://www.camara.leg.br/internet/deputado/bandep/178831.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:30:15";"Sim";"133439";"https://dadosabertos.camara.leg.br/api/v2/deputados/133439";"André Figueiredo";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"CE";"56";"https://www.camara.leg.br/internet/deputado/bandep/133439.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:29:26";"Sim";"204515";"https://dadosabertos.camara.leg.br/api/v2/deputados/204515";"André Janones";"AVANTE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"MG";"56";"https://www.camara.leg.br/internet/deputado/bandep/204515.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:43";"Sim";"73696";"https://dadosabertos.camara.leg.br/api/v2/deputados/73696";"Angela Amin";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"SC";"56";"https://www.camara.leg.br/internet/deputado/bandep/73696.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:27:54";"Sim";"160553";"https://dadosabertos.camara.leg.br/api/v2/deputados/160553";"Antonio Brito";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/160553.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:30:09";"Sim";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"Arlindo Chinaglia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/73433.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:27:38";"Artigo 17";"160541";"https://dadosabertos.camara.leg.br/api/v2/deputados/160541";"Arthur Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"AL";"56";"https://www.camara.leg.br/internet/deputado/bandep/160541.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:59";"Sim";"160600";"https://dadosabertos.camara.leg.br/api/v2/deputados/160600";"Arthur Oliveira Maia";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/160600.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:28:18";"Sim";"74459";"https://dadosabertos.camara.leg.br/api/v2/deputados/74459";"Átila Lira";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"PI";"56";"https://www.camara.leg.br/internet/deputado/bandep/74459.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:29:42";"Sim";"160512";"https://dadosabertos.camara.leg.br/api/v2/deputados/160512";"Aureo Ribeiro";"SOLIDARIEDADE";"https://dadosabertos.camara.leg.br/api/v2/partidos/37904";"RJ";"56";"https://www.camara.leg.br/internet/deputado/bandep/160512.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:29:15";"Sim";"69871";"https://dadosabertos.camara.leg.br/api/v2/deputados/69871";"Bacelar";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"BA";"56";"https://www.camara.leg.br/internet/deputado/bandep/69871.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:43:42";"Sim";"178975";"https://dadosabertos.camara.leg.br/api/v2/deputados/178975";"Baleia Rossi";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"SP";"56";"https://www.camara.leg.br/internet/deputado/bandep/178975.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:31:15";"Sim";"109429";"https://dadosabertos.camara.leg.br/api/v2/deputados/109429";"Benes Leocádio";"REPUBLICANOS";"https://dadosabertos.camara.leg.br/api/v2/partidos/37908";"RN";"56";"https://www.camara.leg.br/internet/deputado/bandep/109429.jpg"
"1301128-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301128-43";"2021-11-30T17:31:42";"Sim";"178948";"https://dadosabertos.camara.leg.br/api/v2/deputados/178948";"Beto Rosado";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"RN";"56";"https://www.camara.leg.br/internet/deputado/bandep/178948.jpg"
