"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Não"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"Podemos";"";"Sim"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"Oposição";"";"Sim"
"532363-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-27";"PLEN";"Aprovado o Recurso. Sim: 225; não: 222; total: 447.";"Maioria";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Maioria";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Minoria";"";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Republican";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Solidaried";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Podemos";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"GOV.";"";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Oposição";"";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Não"
"532363-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/532363-24";"PLEN";"Rejeitado o Requerimento. Sim: 145; não: 274; total: 419.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Republican";"";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"GOV.";"";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Maioria";"";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Oposição";"";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Solidaried";"";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Minoria";"";"Não"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Podemos";"";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2278161-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-65";"PLEN";"Mantido o texto. Sim: 298; não: 131; total: 429.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Podemos";"";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"GOV.";"";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Solidaried";"";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Minoria";"";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Oposição";"";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Republican";"";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Maioria";"";"Sim"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"2278161-58";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-58";"PLEN";"Aprovada a Medida Provisória nº 1.042, de 2021, na forma do Projeto de Lei de Conversão reformulado, ressalvados os destaques. Sim: 309; não: 128; total: 437.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"Podemos";"";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"Solidaried";"";"Sim"
"2278161-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2278161-55";"PLEN";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 302; não: 130; total: 432.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Não"
