"idVotacao";"uriVotacao";"siglaOrgao";"descricao";"siglaBancada";"uriBancada";"orientacao"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"GOV.";"";"Sim"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"Oposição";"";"Liberado"
"2299545-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2299545-8";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 423; não: 26; total: 449.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";""
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Minoria";"";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Solidaried";"";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Republican";"";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"GOV.";"";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Oposição";"";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Podemos";"";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Maioria";"";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Sim"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2264253-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264253-10";"PLEN";"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Podemos";"";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Minoria";"";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Maioria";"";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"GOV.";"";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Oposição";"";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Solidaried";"";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Não"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"2273453-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-83";"PLEN";"Rejeitada a Emenda de Plenário nº 2. Sim: 107; não: 275; abstenção: 1; total: 383.";"Republican";"";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Republican";"";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Novo";"https://dadosabertos.camara.leg.br/api/v2/partidos/37901";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"GOV.";"";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Podemos";"";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Maioria";"";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Rede";"https://dadosabertos.camara.leg.br/api/v2/partidos/36886";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Minoria";"";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"Sim"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Sim"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Sim"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Solidaried";"";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Oposição";"";""
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Sim"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Patriota";"https://dadosabertos.camara.leg.br/api/v2/partidos/37907";"Não"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Sim"
"2273453-79";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-79";"PLEN";"Rejeitada a Emenda de Plenário nº 3. Sim: 108; não: 300; total: 408.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"DEM";"https://dadosabertos.camara.leg.br/api/v2/partidos/36769";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Oposição";"";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"GOV.";"";""
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PV";"https://dadosabertos.camara.leg.br/api/v2/partidos/36851";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PSC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36833";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Minoria";"";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Podemos";"";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"Não"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Solidaried";"";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PSL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36837";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Avante";"https://dadosabertos.camara.leg.br/api/v2/partidos/36898";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Cidadania";"https://dadosabertos.camara.leg.br/api/v2/partidos/37905";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"Maioria";"";"Sim"
"2273453-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2273453-73";"PLEN";"Mantido o texto. Sim: 313; não: 123; abstenção: 1; total: 437.";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"Não"
