"id";"uri";"urlDocumentoPauta";"dataHoraInicio";"dataHoraFim";"situacao";"descricao";"descricaoTipo";"localExterno";"localCamara.nome";"localCamara.predio";"localCamara.sala";"localCamara.andar"
"64207";"https://dadosabertos.camara.leg.br/api/v2/eventos/64207";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2108897";"2021-12-08T16:10:00";"2021-12-08T17:10:21";"Encerrada (Final)";"Requerimento n. 12 de 2021
Iniciativa - Deputado Otto Alencar Filho (PSD-BA) e Marco Bertaiolli (PSD-SP)

Convidados:

1) ARMANDO CASTELAR PINHEIRO 
Economista e  Professor do Instituto de Economia da Universidade Federal do Rio de Janeiro - UFRJ 


2) JORGE ARBACHE 
Economista e Vice-Presidente do Setor Privado do Banco de Desenvolvimento da América Latina - CAF
(Confirmado)

3) CELSO HENRIQUE CADETE DE FIGUEIREDO 
Assessor Técnico
Instituto Brasileiro de Comércio Internacional e de Investimentos - IBCI
(Confirmado)";"Audiência Pública";"";"Anexo II, Plenário 05";"";"";""
"64521";"https://dadosabertos.camara.leg.br/api/v2/eventos/64521";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2121214";"2021-12-08T16:00:00";"2021-12-08T17:53:00";"Encerrada";"Pauta: 
Lei Complementar nº 173/2020 e Emendas Constitucionais nºs 108 e 109 - limites da aplicabilidade da Lei 173/20 em face das Emendas Constitucionais, despesas decorrentes do Fundeb e recomposição da perda de remuneração em virtude da inflação.

Convidados: 
- Parlamentares da CE 
- CNE
- Lucas Sachsida - Promotor de Justiça - AL e Coordenador da COPEDUC
- Maria Cristina Manella Cordeiro- Procuradora da República e Coordenadora do GT Educação do MPF-1CCR
- Cezar Miola - Presidente da Atricom e Conselheiro TCE-RS
- Cláudio Terrão - Representante do Comitê Técnico da Educação do Instituto Rui Barbosa e Conselheiro TCE MG
- Élida Graziane Pinto  - Procuradora do Ministério Público de Contas - SP 
- CONSED: Socorro Neri, Secretária de Educação do Acre, 
- UNDIME: Presidente, Luiz Miguel Garcia; o Presidente da Undime região Nordeste, Alessio Costa Lima e a Secretária Executiva, Vivian Melcop.
- Consultoria Legislativa da Câmara dos Deputados
- Consultoria de Orçamento da Câmara dos Deputados";"Reunião Técnica";"Sala Zoom";"";"";"";""
"64505";"https://dadosabertos.camara.leg.br/api/v2/eventos/64505";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2120551";"2021-12-08T16:00:00";"";"Cancelada";"Discussão e Votação do Relatório Final";"Reunião Deliberativa";"Anexo II, Pav. Superior, Ala A, sala 145";"";"";"";""
"64439";"https://dadosabertos.camara.leg.br/api/v2/eventos/64439";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117474";"2021-12-08T15:49:29";"2021-12-08T16:21:03";"Encerrada (Final)";"A - Apresentação do Plano de Trabalho do Relator, Dep. Marco Bertaiolli;

B - Deliberação de Requerimentos (apresentados até 24hs antes do início da reunião)";"Reunião Deliberativa";"";"Anexo II, Plenário 14";"";"";""
"64378";"https://dadosabertos.camara.leg.br/api/v2/eventos/64378";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115645";"2021-12-08T15:16:45";"2021-12-08T17:37:22";"Encerrada (Final)";"Direitos Humanos e Redução das Desigualdades, em alusão ao Dia Internacional dos Direitos Humanos

Convidadas e convidados:


1.SILVIA RUCKS, Coordenadora Residente do Sistema Nações Unidas no Brasil 
2.JAN JARAB, Representante Regional do Alto Comissariado da ONU para os Direitos Humanos (ACNUDH) 
3.IGNACIO YBANEZ, Embaixador Chefe da delegação da União Europeia no Brasil
4.DOMENICA BUMMA, Chefe do Setor Político, Econômico e de Informação da União Europeia no Brasil
5.KATYNA ARGUETA, Representante Residente no Brasil do Programa das Nações Unidas para o Desenvolvimento - PNUD/UNDP*
6.ANASTASIA DIVINSKAYA, Representante da ONU Mulheres Brasil*
7.CLAUS REINER, Diretor do Fundo Internacional de Desenvolvimento Agrícola (FIDA) no Brasil
8.BRUNO RAMOS, Diretor Regional para as Américas da União Internacional de Telecomunicações
9.FÁBIO EON, Coordenador de Ciências Humanas e Sociais da Organização das Nações Unidas para a Educação, a Ciência e a Cultura - UNESCO
10.ROBERTA CALDO, Oficial Encarregada da Centro de Informação das Nações Unidas para o Brasil - UNIC* 
11.YURI COSTA, Presidente do Conselho Nacional de Direitos Humanos - CNDH
12.ANDRÉ CARNEIRO LEÃO, Defensor Nacional de Direitos Humanos Substituto, representante da Defensoria Pública da União - DPU
13.ITALVAR FELIPE DE PAIVA MEDINA, Procurador do Trabalho-MPT
14.MARIANA NERIS, Secretária Nacional de Proteção Global do Ministério da Mulher, da Família e dos Direitos Humanos - MMFDH
15.DOUGLAS DOS SANTOS RODRIGUES, Chefe Substituto da Assessoria Especial de Assuntos Internacionais do Ministério da Mulher, da Família e dos Direitos Humanos - MMFDH
16.MATHEUS MACHADO DE CARVALHO, Chefe da Divisão de Cidadania do Ministério das Relações Exteriores - MRE
17.ANA MARIA MORAES, Representante do Movimento dos Trabalhadores Rurais Sem Terra-MST
18.DENILDO RODRIGUES, Representante da Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas - CONAQ
19.FERNANDA LAPA, Representante do Coletivo RPU
20.LEONARDO SANTANA, Representante da Rede Justiça Criminal
21.MARCEL JERONYMO LIMA OLIVEIRA, representante da Aliança Nacional LGBTI
22.MARIA APARECIDA GUGEL, Presidente da Rede IN - Rede Brasileira de Inclusão da Pessoa com Deficiência
23.MÔNICA BUFON, Representante da Confederação Nacional dos Trabalhadores Rurais Agricultores e Agricultoras Familiares - CONTAG
24.RENATA VIEIRA, Representante do Instituto Socioambiental - ISA
25.RUD RAFAEL - Representante do Movimento dos Trabalhadores Sem Teto - MTST
26.SYMMY LARRAT, Representante da Associação Brasileira de Lésbicas, Gays, Bissexuais, Travestis, Transexuais e Intersexos - ABGLT


Participações confirmadas. 



Requerimento 144/2021, do Senhor Carlos Veras.";"Audiência Pública";"";"Anexo II, Plenário 13";"";"";""
"64308";"https://dadosabertos.camara.leg.br/api/v2/eventos/64308";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2112078";"2021-12-08T15:16:43";"2021-12-08T17:22:47";"Encerrada (Final)";"Em atenção ao requerimento 80/21, de autoria do deputado Bacelar.

Convidados:

1) Sra. ROSANA LEITE DE MELO
 - Secretária Extraordinária de Enfrentamento à Covid-19 do Ministério da Saúde (confirmada);

2) Sra. DANIELA MARRECO CERQUEIRA - Diretora-Adjunta da Agência Nacional de Vigilância Sanitária - Anvisa (confirmada);

3) Sr. BRUNO WENDLING - Presidente do Fórum Nacional dos Secretários e Dirigentes Estaduais de Turismo - FORNATUR (confirmado);

4) Sr. ÂNGELO SANCHES - Presidente da Associação Nacional de Secretários e Dirigentes Municipais de Turismo - ANSEDITUR (confirmado);

5) Sra. BRUNA COSTA - Analista Técnica da Área de Saúde da Confederação Nacional dos Municípios - CNM (confirmada);

6) Sr. FERNANDO AVENDANHO - Assessor Técnico do Conselho Nacional de Secretários de Saúde - CONASS (confirmado);

7) Sr. DORENI CARAMORI - Presidente da Associação Brasileira de Promotores de Eventos - ABRAPE (confirmado).";"Audiência Pública";"";"Anexo II, Plenário 09";"";"";""
"64471";"https://dadosabertos.camara.leg.br/api/v2/eventos/64471";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2119173";"2021-12-08T15:00:00";"";"Encerrada (Termo)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 08";"";"";""
"64470";"https://dadosabertos.camara.leg.br/api/v2/eventos/64470";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2119061";"2021-12-08T14:30:00";"";"Cancelada";"I - Apresentação do Plano de Trabalho da Relatora, Dep. Soraya Santos;

II - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados com antecedência de 24 horas à reunião);";"Reunião Deliberativa";"";"A Definir";"";"";""
"64397";"https://dadosabertos.camara.leg.br/api/v2/eventos/64397";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117840";"2021-12-08T15:05:27";"2021-12-08T16:25:52";"Encerrada (Final)";"Discussão e votação de propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"64428";"https://dadosabertos.camara.leg.br/api/v2/eventos/64428";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2116753";"2021-12-08T14:46:37";"2021-12-08T15:12:53";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"64411";"https://dadosabertos.camara.leg.br/api/v2/eventos/64411";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115976";"2021-12-08T14:39:08";"2021-12-08T16:19:15";"Encerrada (Final)";"Votação dos Destaques.";"Reunião Deliberativa";"";"Anexo II, Plenário 11";"";"";""
"64504";"https://dadosabertos.camara.leg.br/api/v2/eventos/64504";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2120432";"2021-12-08T14:32:00";"2021-12-08T17:05:00";"Encerrada (Final)";"Exibição do filme Marighella";"Painel";"";"Auditório Nereu Ramos";"";"";""
"64409";"https://dadosabertos.camara.leg.br/api/v2/eventos/64409";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115947";"2021-12-08T14:00:00";"";"Cancelada";"Discussão e votação do Parecer do Relator, Dep. Silvio Costa Filho, à PEC 122/2015 e apensada.";"Reunião Deliberativa";"";"Anexo II, Plenário 06";"";"";""
"64401";"https://dadosabertos.camara.leg.br/api/v2/eventos/64401";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115708";"2021-12-08T14:00:00";"";"Cancelada";"Votação do Parecer do Relator, Dep. Édio Lopes.";"Reunião Deliberativa";"";"Anexo II, Plenário 08";"";"";""
"64458";"https://dadosabertos.camara.leg.br/api/v2/eventos/64458";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2121607";"2021-12-08T13:55:00";"2021-12-08T23:21:00";"Encerrada";"Sessão Deliberativa Extraordinária (semipresencial)";"Sessão Deliberativa";"";"Plenário da Câmara dos Deputados";"";"";""
"64405";"https://dadosabertos.camara.leg.br/api/v2/eventos/64405";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2116743";"2021-12-08T13:55:14";"2021-12-08T15:11:24";"Encerrada (Final)";"Discussão e votação de propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 05";"";"";""
"64173";"https://dadosabertos.camara.leg.br/api/v2/eventos/64173";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117234";"2021-12-08T13:56:21";"2021-12-08T14:29:43";"Encerrada (Final)";"Discussão e deliberação de propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 13";"";"";""
"64403";"https://dadosabertos.camara.leg.br/api/v2/eventos/64403";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2116026";"2021-12-08T13:26:31";"2021-12-08T13:49:11";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"64468";"https://dadosabertos.camara.leg.br/api/v2/eventos/64468";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118861";"2021-12-08T13:00:00";"";"Cancelada";"- Votação do Relatório, com complementação de voto (Pauta Remanescente).";"Reunião Deliberativa";"";"Anexo II, Plenário 14";"";"";""
"64452";"https://dadosabertos.camara.leg.br/api/v2/eventos/64452";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118363";"2021-12-08T11:51:21";"2021-12-08T12:47:55";"Encerrada";"(REQ 97/2021 CFFC, do deputado Aureo Ribeiro )

1)   SYLVIA CRISTINA TOLEDO GOUVEIA   (Confirmada)
Diretora de Programa da Secretaria-Executiva
Ministério da Educação

2)    ANTONIO CORRÊA NETO (Confirmado)
 coordenador-geral de Operacionalização do Fundo de Manutenção e Desenvolvimento da Educação Básica do Fundeb - Representando o FNDE

3)    JOSÉ PAULO JULIETI BARBIERE (Confirmado)
Diretor da Diretoria de Auditoria de Políticas Sociais e de Segurança Pública - SFC/CGU

4) ALEXANDRE CAMÕES BESSA (Confirmado)
Delegado de Polícia Federal";"Audiência Pública";"";"Anexo II, Plenário 09";"";"";""
"64412";"https://dadosabertos.camara.leg.br/api/v2/eventos/64412";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115977";"2021-12-08T11:26:17";"2021-12-08T13:24:46";"Encerrada";"Discussão e Votação do Parecer do Relator, Deputado Fábio Trad - PSD/MS (pauta remanescente da reunião anterior).";"Reunião Deliberativa";"";"Anexo II, Plenário 10";"";"";""
"64465";"https://dadosabertos.camara.leg.br/api/v2/eventos/64465";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118818";"2021-12-08T11:00:00";"2021-12-08T13:00:00";"Encerrada";"56ª Legislatura - 3ª Sessão Legislativa Ordinária

Reunião Técnica do Grupo de Estudos
RETOMADA ECONÔMICA E GERAÇÃO DE EMPREGO E RENDA NO PÓS-PANDEMIA

TEMA: Dados e propostas relativos ao Estado do Espírito Santo

P A U T A

A reunião técnica será realizada com o objetivo de receber números e levantamentos peculiares do estado do Espírito Santo que irão contribuir para o estudo da Retomada Econômica no Pós-pandemia.

O estudo do CEDES ""Retomada Econômica e Geração de Emprego e Renda no Pós-Pandemia"" sob o comando dos relatores, deputado Da Vitória (CIDADANIA/ES) e deputado Francisco Jr. (PSD/GO), tem como objetivo principal definir o papel do Estado, da iniciativa privada e das organizações da sociedade civil nas estratégias e políticas de recuperação da economia e de geração de emprego e renda no pós-pandemia.

O estudo foi aprovado devido a necessidade de se alcançar uma melhor interlocução e da definição dos espaços de atuação dos Poderes e de todas as esferas do Executivo, sendo necessária a atualização da legislação. Não somente as alterações para que as autoridades sanitárias possam executar melhor as medidas de saúde pública, mas a definição clara e o fortalecimento dos instrumentos e atuações de cada ente na retomada econômica, e da própria sociedade civil, que deve ter ação decisiva em uma organização estatal que deve tutelar menos e estimular mais. No atual cenário de consideráveis dificuldades de arrecadação, pairam inquietações sobre o financiamento para a reestruturação necessária para um novo desenvolvimento do País e também quanto à manutenção de toda a sua infraestrutura e quanto às demandas pelos serviços públicos.

Para alcançar os objetivos do estudo, serão desenvolvidas atividades com foco em 5 eixos principais:
a. Contextualização inicial socioeconômica, apresentação do contexto do mercado de trabalho do país, população, desemprego, informais, etc.
b. Avaliação das Políticas: análise das políticas brasileiras empreendidas na pandemia à luz das experiências internacionais, para compreensão aprofundada de como as políticas públicas existentes podem auxiliar na retomada e na geração de emprego e renda em bases sustentáveis e inclusivas.
c. Papel dos Setores: estudo das potencialidades da indústria, dos serviços especializados e da agropecuária no contexto de transformações globais.
d. Taxa de câmbio e macroeconomia: o exame da estabilidade da taxa de câmbio e das demais variáveis macroeconômicas.
e. Financiamento: investigar ampliação do crédito para a retomada das atividades econômicas, em especial para micro e pequenas empresas e para os setores mais atingidos.

Desta forma, urge um debate intenso e profundo com a sociedade, poder público e iniciativa privada de modo a refletir e implementar um arcabouço técnico e legal que estabeleça a reorganização estrutural necessária para a retomada econômica sustentável de todo o País.

DATA: 08/12/2021 (quarta-feira)
HORÁRIO: 11h00
LOCAL: Sala de Reuniões do Centro de Estudos e Debates Estratégicos e Plataforma ZOOM

PALESTRANTES
- representante da Secretaria da Casa Civil do governo do Espírito Santo
- representante do Instituto Jones dos Santos Neves

RELATORES:
- Deputado Da Vitória (CIDADANIA/ES)
- Deputado Francisco Jr. (PSD/GO)";"Reunião Técnica";"Centro de Estudos e Debates Estratégicos - CEDES";"";"";"";""
"64456";"https://dadosabertos.camara.leg.br/api/v2/eventos/64456";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118514";"2021-12-08T11:00:00";"";"Cancelada";"I - Discussão e Votação do Relatório da Relatora Geral, Dep. Greyce Elias.";"Reunião Deliberativa";"";"A Definir";"";"";""
"64441";"https://dadosabertos.camara.leg.br/api/v2/eventos/64441";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117482";"2021-12-08T11:03:31";"2021-12-08T12:16:31";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 11";"";"";""
"64451";"https://dadosabertos.camara.leg.br/api/v2/eventos/64451";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118161";"2021-12-08T11:06:43";"2021-12-08T11:43:00";"Encerrada (Final)";"Discussão e votação de propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 09";"";"";""
"64399";"https://dadosabertos.camara.leg.br/api/v2/eventos/64399";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115646";"2021-12-08T10:39:47";"2021-12-08T11:06:13";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 10";"";"";""
"64133";"https://dadosabertos.camara.leg.br/api/v2/eventos/64133";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2106873";"2021-12-08T10:23:18";"2021-12-08T12:24:34";"Encerrada (Final)";"Em atendimento ao Requerimento nº 122/2021, de autoria do Deputado Édio Lopes.

Pietro Mendes, Diretor do Departamento de Biocombustíveis do Ministério de Minas e Energia; (Confirmado)
Ronei Saggioro Glanzmann,  Secretário Nacional de Aviação Civil do Ministério de Infraestrutura; (Confirmado)
Symone Christine de Santana Araujo, Diretora da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP); (Confirmada)
Marcela Braga Anselmi, Chefe da Assessoria Internacional e de Meio Ambiente da Agência Nacional de Aviação Civil (ANAC); (Confirmada)
Sandro Paes Barreto, Gerente Geral de Comercialização no Mercado Interno - Marketing, da Petróleo Brasileiro S.A. - Petrobras; (Confirmado)
Eduardo Sanovicz, Presidente da Associação Brasileira das Empresas Aéreas (ABEAR); (Confirmado)
Marcelo Pedroso, Diretor de Relações Externas - Brasil, da Associação Internacional de Transportes Aéreos (IATA); (Confirmado) e 
 Rodrigo Freire, Gerente de Engenharia de Operações, Controle e Combustíveis da Azul Linhas Aéreas Brasileiras. (Confirmado)";"Audiência Pública";"";"Anexo II, Plenário 14";"";"";""
"64483";"https://dadosabertos.camara.leg.br/api/v2/eventos/64483";"";"2021-12-08T10:21:00";"2021-12-08T11:52:00";"Encerrada";"Homenagem à Quarta Edição do Ranking de Universidades Empreendedoras";"Sessão Não Deliberativa Solene";"";"Plenário da Câmara dos Deputados";"";"";""
"64249";"https://dadosabertos.camara.leg.br/api/v2/eventos/64249";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2110615";"2021-12-08T10:00:00";"";"Cancelada";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 12";"";"";""
"64415";"https://dadosabertos.camara.leg.br/api/v2/eventos/64415";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2116115";"2021-12-08T10:38:49";"2021-12-08T15:24:47";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 01";"";"";""
"64396";"https://dadosabertos.camara.leg.br/api/v2/eventos/64396";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117166";"2021-12-08T10:18:58";"2021-12-08T13:43:53";"Encerrada (Final)";"Presença do Diretor-Presidente da ANVISA, Almirante Antonio Barra Torres";"Reunião Deliberativa";"";"Anexo II, Plenário 07";"";"";""
"64416";"https://dadosabertos.camara.leg.br/api/v2/eventos/64416";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117400";"2021-12-08T10:18:06";"2021-12-08T12:17:44";"Encerrada (Final)";"9h às 9h30 - Apresentação dos Relatórios da Comissão Externa de acompanhamento dos trabalhos do MEC, pelos Deputados Felipe Rigoni (Presidente) e Tabata Amaral (Relatora)";"Reunião Deliberativa";"";"Anexo II, Plenário 13";"";"";""
"64437";"https://dadosabertos.camara.leg.br/api/v2/eventos/64437";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117436";"2021-12-08T10:06:00";"2021-12-08T11:33:00";"Encerrada (Final)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 05";"";"";""
"64393";"https://dadosabertos.camara.leg.br/api/v2/eventos/64393";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117230";"2021-12-08T09:56:28";"2021-12-08T11:47:22";"Encerrada (Final)";"Discussão e Votação de Proposições.";"Reunião Deliberativa";"";"Anexo II, Plenário 06";"";"";""
"64473";"https://dadosabertos.camara.leg.br/api/v2/eventos/64473";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2119302";"2021-12-08T09:28:11";"2021-12-08T10:36:36";"Encerrada (Final)";"Solenidade de entrega do Prêmio César Lattes 2021.

Agraciados:

- Dimas Tadeu Covas, Diretor do Instituto Butantan;
- Instituto de Pesquisa Inteligência Esportiva (IPIE);
- Marco Antônio Raupp, ex-presidente da Agência Espacial Brasileira (AEB) e ex-ministro de estado da ciência, tecnologia e inovação;
- Pedro Rodrigues Curi Hallal, epidemiologista, professor da Escola Superior de Educação Física da Universidade Federal de Pelotas e coordenador do Epicovid-19; e
- Universidade de Brasília.";"Reunião Técnica";"";"Anexo II, Plenário 10";"";"";""
"64392";"https://dadosabertos.camara.leg.br/api/v2/eventos/64392";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115539";"2021-12-08T09:00:00";"";"Encerrada (Termo)";"Discussão e Votação de Propostas";"Reunião Deliberativa";"";"Anexo II, Plenário 08";"";"";""
"64447";"https://dadosabertos.camara.leg.br/api/v2/eventos/64447";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117962";"2021-12-08T09:00:00";"";"Cancelada";"Convidados

PEDRO DUARTE GUIMARÃES, Presidente da Caixa Econômica Federal - CEF (Não confirmado)

FAUSTO DE ANDRADE RIBEIRO, Presidente do Banco do Brasil - BB (Não confirmado)

MILTON MALUHY FILHO, Presidente do Itaú Unibanco (Não confirmado)

OCTAVIO DE LAZARI JÚNIOR, Presidente do Banco Bradesco (Não confirmado)

SERGIO AGAPITO LIRES RIAL, Presidente do Banco Santander Brasil (Não virá)

RUBENS SARDENBERG, Diretor de Economia, Regulação Prudencial e Riscos da Federação Brasileira dos Bancos - Febraban (Confirmado)




(REQ 84/2021 CFT, do deputado Júlio Cesar ; REQ 87/2021 CFT, do deputado Kim Kataguiri )";"Audiência Pública";"";"Anexo II, Plenário 08";"";"";""
"64387";"https://dadosabertos.camara.leg.br/api/v2/eventos/64387";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2115842";"2021-12-08T09:00:00";"";"Encerrada (Termo)";"Discusssão e Votação de Proposições";"Reunião Deliberativa";"";"Anexo II, Plenário 14";"";"";""
"64302";"https://dadosabertos.camara.leg.br/api/v2/eventos/64302";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2114403";"2021-12-08T08:29:42";"2021-12-08T10:57:30";"Encerrada";"(REQ 93/2021 CVT, do deputado Leônidas Cristino )

Convidados:

1.  Brigadeiro do Ar MARCELO MORENO -  Chefe do Centro de Investigação e Prevenção de Acidentes Aeronáuticos (CENIPA) e Presidente do Comitê Nacional de Prevenção de Acidentes Aeronáuticos (CNPAA); (Confirmado)

2. RUY AMPARO - Diretor de segurança e operações de voo da Associação Brasileira das Empresas Aéreas - ABEAR; (Confirmado)

3. AROLDO SOARES DA COSTA FILHO -  Mestre em Segurança de Voo pelo Instituto Tecnológico de Aeronáutica - ITA; (Confirmado)


4. EDUARDO DE CARVALHO ANTUNES - Diretor de Segurança de Voo do Sindicato Nacional dos Aeronautas - SNA. (Confirmado)";"Audiência Pública";"";"Anexo II, Plenário 11";"";"";""
"64221";"https://dadosabertos.camara.leg.br/api/v2/eventos/64221";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2117299";"2021-12-07T17:28:22";"";"Cancelada";"(REQ 254/2021 CFFC, dos deputados Hildo Rocha e Jorge Solla, aprovado com adendo do Deputado Delegado Pablo de inclusão do DSEIS/AM)

SÔNIA GUAJAJARA   
Coordenadora Executiva da Articulação dos Povos Indígenas do Brasil - APIB

ERIVELTO FERNANDES DO NASCIMENTO (confirmado)
Coordenador do Fórum de Presidentes de CONDISIS

MARIA RELMA SANTOS FERREIRA   (confirmada)
Secretária Municipal de Saúde da Prefeitura de Fernando Falcão/MA

ARLETE PINDARÉ (confirmada)
Uma das Líderanças da Terra Indígena Rio Pindaré / MA

ALBERTO JOSÉ BRAGA GOULART (confirmado)
Coordenador do Distrito Sanitário Especial do Maranhão
Coordenador DSEI/MA

ARÃO GUAJAJARA (Confirmado)
 TI BACURIZINHO/ Grajaú-MA/ DSEI-MA

INAIURY POMPEU   (confirmada)
Presidente do Conselho Distrital de Saúde Indígena -  CONDISI/MA

SÍLVIA KRIKATI   (confirmado)
EDILSON KRIKATI
Representantes do Povo Krikati

KASSÍ POMPEU (Confirmada)
Superintendente Regional de Barra do Corda 

MAGNO GUAJAJARA (Confirmado)
Coordenaçáo das Organizaçóes e Articulaçóes dos Povos Indígenas do Maranháo - COAPIMA

MARCELO GAVIAO (confirmado)
Representante do Povo Gavião

CACIQUE ARUÃ   (Confirmado)
Coordenador da Fed. Indígena das Nações Pataxó e Tupinambá do Extremo Sul da Bahia (FINPAT)

AGNALDO PATAXÓ   (confirmado)
Coordenador do Movimento Unido dos Povos e Organizações Indígenas da Bahia / MUPOIBA

JERRY MATALAUE (confirmado)
Coord. de Políticas para os Povos Indígenas da Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social - SJDHDS/BA

ADILTON GOMES (Confirmado)
Coordenador  Distrito Sanitário Especial da Bahia - DSEI/BA

SERGIO UTIARITI BUTE   (confirmado)
Presidente do Conselho Distrital de Saúde Indígena - CONDISI/BA

JANUARIO NETO (Confirmado)
Coordenador da DSEI/Manaus

JOVÂNIO VILAGELIN   (confirmado)
Presidente do Conselho Distrital de Saúde Indígena do Alto Rio Negro-AM- CONDISI/ARN";"Audiência Pública";"";"Anexo II, Plenário 09";"";"";""
"64450";"https://dadosabertos.camara.leg.br/api/v2/eventos/64450";"https://www.camara.leg.br/internet/ordemdodia/mostrarIntegra.asp?CodTeor=2118126";"2021-12-07T17:17:00";"2021-12-07T18:07:45";"Encerrada (Final)";"Início dos trabalhos. Assuntos diversos";"Reunião";"";"Anexo II, Plenário 06";"";"";""
